Labels,10min,
Type,Emission Scan,
Comment,,
Start,470.00,
Stop,700.00,
Step,1.00,
Fixed/Offset,455.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,True,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.50,
Lamp,Xenon,
Temp,0.00,
Scan Polariser,None,
Scan Slit,1.4995272,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,1.4995272,
Detector,Detector 1,

470.00,3.27471875E+4,
471.00,3.74712852E+4,
472.00,4.22310156E+4,
473.00,4.88613711E+4,
474.00,5.56787656E+4,
475.00,6.32787148E+4,
476.00,7.25277188E+4,
477.00,8.10772656E+4,
478.00,9.05373125E+4,
479.00,1.01248070E+5,
480.00,1.11769484E+5,
481.00,1.23007977E+5,
482.00,1.36324781E+5,
483.00,1.49934578E+5,
484.00,1.62703266E+5,
485.00,1.75311641E+5,
486.00,1.87309141E+5,
487.00,2.01440281E+5,
488.00,2.14560031E+5,
489.00,2.28126656E+5,
490.00,2.43036281E+5,
491.00,2.54605547E+5,
492.00,2.66810938E+5,
493.00,2.79318375E+5,
494.00,2.90839531E+5,
495.00,3.01512406E+5,
496.00,3.10561813E+5,
497.00,3.20398531E+5,
498.00,3.30386781E+5,
499.00,3.39377156E+5,
500.00,3.47716906E+5,
501.00,3.54144844E+5,
502.00,3.60195906E+5,
503.00,3.68015781E+5,
504.00,3.74645063E+5,
505.00,3.80508625E+5,
506.00,3.86064875E+5,
507.00,3.91238594E+5,
508.00,3.94276406E+5,
509.00,3.96598063E+5,
510.00,3.99795500E+5,
511.00,4.01754719E+5,
512.00,4.03157281E+5,
513.00,4.06522219E+5,
514.00,4.09219000E+5,
515.00,4.09817250E+5,
516.00,4.12435719E+5,
517.00,4.14451125E+5,
518.00,4.16626313E+5,
519.00,4.17172406E+5,
520.00,4.17195125E+5,
521.00,4.16354188E+5,
522.00,4.17159906E+5,
523.00,4.16458500E+5,
524.00,4.14547438E+5,
525.00,4.13071688E+5,
526.00,4.10028594E+5,
527.00,4.07429438E+5,
528.00,4.05040438E+5,
529.00,4.02837344E+5,
530.00,3.98949594E+5,
531.00,3.95926625E+5,
532.00,3.93551000E+5,
533.00,3.90962625E+5,
534.00,3.87876531E+5,
535.00,3.84294500E+5,
536.00,3.81270656E+5,
537.00,3.75915813E+5,
538.00,3.73886406E+5,
539.00,3.69060469E+5,
540.00,3.64590563E+5,
541.00,3.58987563E+5,
542.00,3.53096750E+5,
543.00,3.47943906E+5,
544.00,3.42273375E+5,
545.00,3.37434188E+5,
546.00,3.30961438E+5,
547.00,3.26337813E+5,
548.00,3.22079500E+5,
549.00,3.16609938E+5,
550.00,3.11273188E+5,
551.00,3.06303688E+5,
552.00,3.01995250E+5,
553.00,2.96344625E+5,
554.00,2.88977750E+5,
555.00,2.83826156E+5,
556.00,2.78861750E+5,
557.00,2.77038344E+5,
558.00,2.73062781E+5,
559.00,2.67974688E+5,
560.00,2.61079359E+5,
561.00,2.54936547E+5,
562.00,2.50222000E+5,
563.00,2.44769031E+5,
564.00,2.39288625E+5,
565.00,2.33697406E+5,
566.00,2.28536297E+5,
567.00,2.24626906E+5,
568.00,2.18641875E+5,
569.00,2.13694469E+5,
570.00,2.08777547E+5,
571.00,2.04200891E+5,
572.00,2.00571547E+5,
573.00,1.94863938E+5,
574.00,1.91555547E+5,
575.00,1.86356203E+5,
576.00,1.83743109E+5,
577.00,1.77975094E+5,
578.00,1.74313453E+5,
579.00,1.69440141E+5,
580.00,1.65498156E+5,
581.00,1.61956109E+5,
582.00,1.58166797E+5,
583.00,1.54279266E+5,
584.00,1.50711469E+5,
585.00,1.47482891E+5,
586.00,1.43371375E+5,
587.00,1.40061938E+5,
588.00,1.37388031E+5,
589.00,1.33815016E+5,
590.00,1.30195266E+5,
591.00,1.27064023E+5,
592.00,1.23509289E+5,
593.00,1.20390742E+5,
594.00,1.17698508E+5,
595.00,1.14656703E+5,
596.00,1.11542383E+5,
597.00,1.08868047E+5,
598.00,1.06109828E+5,
599.00,1.03206734E+5,
600.00,1.00732969E+5,
601.00,9.79983906E+4,
602.00,9.55394297E+4,
603.00,9.30027891E+4,
604.00,9.04166484E+4,
605.00,8.87240313E+4,
606.00,8.71909766E+4,
607.00,8.39553828E+4,
608.00,8.19060078E+4,
609.00,7.92476797E+4,
610.00,7.78816484E+4,
611.00,7.62104297E+4,
612.00,7.38340781E+4,
613.00,7.26341094E+4,
614.00,6.93330781E+4,
615.00,6.72551953E+4,
616.00,6.56651172E+4,
617.00,6.46089883E+4,
618.00,6.25618672E+4,
619.00,6.06386328E+4,
620.00,5.93856953E+4,
621.00,5.75077656E+4,
622.00,5.67120820E+4,
623.00,5.45063672E+4,
624.00,5.23901680E+4,
625.00,5.18558594E+4,
626.00,5.00918359E+4,
627.00,4.91605977E+4,
628.00,4.78756797E+4,
629.00,4.64923359E+4,
630.00,4.62996602E+4,
631.00,4.42569258E+4,
632.00,4.28002969E+4,
633.00,4.07332852E+4,
634.00,4.04892227E+4,
635.00,3.87148945E+4,
636.00,3.79625352E+4,
637.00,3.74728398E+4,
638.00,3.62660469E+4,
639.00,3.47606094E+4,
640.00,3.42239375E+4,
641.00,3.30401914E+4,
642.00,3.24108789E+4,
643.00,3.14077480E+4,
644.00,3.05894688E+4,
645.00,2.95265957E+4,
646.00,2.85989004E+4,
647.00,2.86229297E+4,
648.00,2.68539258E+4,
649.00,2.67758887E+4,
650.00,2.60930977E+4,
651.00,2.48571758E+4,
652.00,2.44495449E+4,
653.00,2.41101563E+4,
654.00,2.27795723E+4,
655.00,2.30228867E+4,
656.00,2.20501113E+4,
657.00,2.15887285E+4,
658.00,2.13858184E+4,
659.00,2.22913242E+4,
660.00,2.37900781E+4,
661.00,2.37231934E+4,
662.00,2.13089023E+4,
663.00,1.93095547E+4,
664.00,1.72464102E+4,
665.00,1.72999766E+4,
666.00,1.69684980E+4,
667.00,1.64128867E+4,
668.00,1.62620459E+4,
669.00,1.55119219E+4,
670.00,1.54204492E+4,
671.00,1.48367949E+4,
672.00,1.43370361E+4,
673.00,1.36380439E+4,
674.00,1.38048047E+4,
675.00,1.39891250E+4,
676.00,1.31447822E+4,
677.00,1.27895117E+4,
678.00,1.26056270E+4,
679.00,1.20682227E+4,
680.00,1.12990361E+4,
681.00,1.08125586E+4,
682.00,1.00346309E+4,
683.00,9.99320020E+3,
684.00,9.23039941E+3,
685.00,9.05411230E+3,
686.00,8.80344336E+3,
687.00,8.72894727E+3,
688.00,8.61265918E+3,
689.00,8.44643750E+3,
690.00,7.73083252E+3,
691.00,8.18646094E+3,
692.00,8.12175195E+3,
693.00,7.22457666E+3,
694.00,7.25741602E+3,
695.00,7.28757178E+3,
696.00,6.88468604E+3,
697.00,6.79216553E+3,
698.00,6.59343066E+3,
699.00,6.79202051E+3,
700.00,6.08429834E+3,
