Labels,2-COOH,
Type,Emission Scan,
Comment,,
Start,470.00,
Stop,700.00,
Step,1.00,
Fixed/Offset,455.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,True,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.50,
Lamp,Xenon,
Temp,0.00,
Scan Polariser,None,
Scan Slit,1.4995272,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,1.4995272,
Detector,Detector 1,

470.00,1.11128992E+3,
471.00,1.27920728E+3,
472.00,1.47101550E+3,
473.00,1.71451208E+3,
474.00,1.89027881E+3,
475.00,2.18677759E+3,
476.00,2.49799878E+3,
477.00,2.75015747E+3,
478.00,3.16309131E+3,
479.00,3.50653735E+3,
480.00,4.00525684E+3,
481.00,4.20043213E+3,
482.00,4.90112988E+3,
483.00,5.43658301E+3,
484.00,5.80899756E+3,
485.00,6.45648779E+3,
486.00,6.85088135E+3,
487.00,7.45275439E+3,
488.00,8.06398438E+3,
489.00,8.53920215E+3,
490.00,8.76847363E+3,
491.00,9.28367383E+3,
492.00,9.89350195E+3,
493.00,1.04439502E+4,
494.00,1.08989678E+4,
495.00,1.13400303E+4,
496.00,1.15177373E+4,
497.00,1.19280186E+4,
498.00,1.24221826E+4,
499.00,1.26156006E+4,
500.00,1.28379717E+4,
501.00,1.30566797E+4,
502.00,1.31365684E+4,
503.00,1.34730049E+4,
504.00,1.35455303E+4,
505.00,1.37606504E+4,
506.00,1.38757012E+4,
507.00,1.42074932E+4,
508.00,1.44101523E+4,
509.00,1.46143799E+4,
510.00,1.48642813E+4,
511.00,1.49898916E+4,
512.00,1.50257168E+4,
513.00,1.51105137E+4,
514.00,1.52768457E+4,
515.00,1.52970303E+4,
516.00,1.54895059E+4,
517.00,1.53168916E+4,
518.00,1.53112793E+4,
519.00,1.55366514E+4,
520.00,1.56614766E+4,
521.00,1.56101436E+4,
522.00,1.58991387E+4,
523.00,1.57268408E+4,
524.00,1.54708477E+4,
525.00,1.53447773E+4,
526.00,1.55480000E+4,
527.00,1.54298086E+4,
528.00,1.49499648E+4,
529.00,1.50921875E+4,
530.00,1.48783564E+4,
531.00,1.46347285E+4,
532.00,1.45263037E+4,
533.00,1.44885186E+4,
534.00,1.44890400E+4,
535.00,1.43715439E+4,
536.00,1.40517969E+4,
537.00,1.37301357E+4,
538.00,1.39421689E+4,
539.00,1.33855020E+4,
540.00,1.33457324E+4,
541.00,1.29231514E+4,
542.00,1.27374795E+4,
543.00,1.23314473E+4,
544.00,1.21897480E+4,
545.00,1.22136299E+4,
546.00,1.17013418E+4,
547.00,1.14309443E+4,
548.00,1.10623506E+4,
549.00,1.10113867E+4,
550.00,1.09802490E+4,
551.00,1.10110811E+4,
552.00,1.04905518E+4,
553.00,1.06401201E+4,
554.00,1.04019854E+4,
555.00,1.02568887E+4,
556.00,9.87016113E+3,
557.00,9.92282910E+3,
558.00,9.99635059E+3,
559.00,9.90579102E+3,
560.00,9.40856055E+3,
561.00,9.39400586E+3,
562.00,9.10838281E+3,
563.00,8.90879004E+3,
564.00,8.94684375E+3,
565.00,8.80069141E+3,
566.00,8.63264063E+3,
567.00,8.58716992E+3,
568.00,8.33595898E+3,
569.00,8.00516846E+3,
570.00,7.93718311E+3,
571.00,7.91198633E+3,
572.00,7.69878906E+3,
573.00,7.84197803E+3,
574.00,7.23188135E+3,
575.00,7.16803125E+3,
576.00,7.21485059E+3,
577.00,6.92269482E+3,
578.00,6.71372949E+3,
579.00,6.75286182E+3,
580.00,6.54081787E+3,
581.00,6.29510352E+3,
582.00,6.25305713E+3,
583.00,6.02154785E+3,
584.00,5.84915186E+3,
585.00,5.55253809E+3,
586.00,5.71464209E+3,
587.00,5.39186084E+3,
588.00,5.44677539E+3,
589.00,5.26300000E+3,
590.00,4.88891113E+3,
591.00,5.03852539E+3,
592.00,4.89680225E+3,
593.00,4.85191797E+3,
594.00,4.62087158E+3,
595.00,4.62411133E+3,
596.00,4.56527051E+3,
597.00,4.24212842E+3,
598.00,3.91220532E+3,
599.00,3.92485083E+3,
600.00,3.90260767E+3,
601.00,3.82596851E+3,
602.00,3.65885815E+3,
603.00,3.46159839E+3,
604.00,3.60353735E+3,
605.00,3.33814868E+3,
606.00,3.29947437E+3,
607.00,3.08208301E+3,
608.00,3.17593945E+3,
609.00,3.13300000E+3,
610.00,3.00117407E+3,
611.00,3.08108691E+3,
612.00,2.92645801E+3,
613.00,2.58425269E+3,
614.00,2.83908374E+3,
615.00,2.57114722E+3,
616.00,2.62542871E+3,
617.00,2.49562158E+3,
618.00,2.55160059E+3,
619.00,2.49718799E+3,
620.00,2.42293921E+3,
621.00,2.42189404E+3,
622.00,2.33275562E+3,
623.00,2.17399536E+3,
624.00,2.15112329E+3,
625.00,2.23522949E+3,
626.00,2.04863745E+3,
627.00,2.14120947E+3,
628.00,1.92767310E+3,
629.00,1.92139563E+3,
630.00,1.92952576E+3,
631.00,1.75282520E+3,
632.00,1.70749915E+3,
633.00,1.65977917E+3,
634.00,1.73097229E+3,
635.00,1.66853101E+3,
636.00,1.63319592E+3,
637.00,1.54823157E+3,
638.00,1.55364636E+3,
639.00,1.52664709E+3,
640.00,1.43526343E+3,
641.00,1.47748425E+3,
642.00,1.29914709E+3,
643.00,1.22444043E+3,
644.00,1.33093970E+3,
645.00,1.31035425E+3,
646.00,1.14558264E+3,
647.00,1.12833813E+3,
648.00,1.15970313E+3,
649.00,1.06200720E+3,
650.00,1.13001501E+3,
651.00,1.04236707E+3,
652.00,1.08684814E+3,
653.00,1.01118164E+3,
654.00,9.05922974E+2,
655.00,9.81103149E+2,
656.00,9.48166016E+2,
657.00,8.07888245E+2,
658.00,8.63568054E+2,
659.00,9.87345764E+2,
660.00,9.75499329E+2,
661.00,8.70448547E+2,
662.00,7.45500000E+2,
663.00,7.56265930E+2,
664.00,7.24898132E+2,
665.00,8.02579224E+2,
666.00,6.04174255E+2,
667.00,6.82067139E+2,
668.00,7.04390991E+2,
669.00,5.32745361E+2,
670.00,6.99759094E+2,
671.00,5.69084473E+2,
672.00,4.82042084E+2,
673.00,5.98355469E+2,
674.00,5.69317200E+2,
675.00,5.70637817E+2,
676.00,5.81116455E+2,
677.00,5.10340027E+2,
678.00,4.11547363E+2,
679.00,5.65756165E+2,
680.00,3.77611115E+2,
681.00,3.97932465E+2,
682.00,4.10192993E+2,
683.00,4.06863953E+2,
684.00,3.45395935E+2,
685.00,3.99170319E+2,
686.00,4.11314484E+2,
687.00,3.30367035E+2,
688.00,4.06218658E+2,
689.00,3.88432465E+2,
690.00,2.47675079E+2,
691.00,4.38380615E+2,
692.00,3.69498535E+2,
693.00,3.20651672E+2,
694.00,2.92463989E+2,
695.00,3.19324097E+2,
696.00,3.35460815E+2,
697.00,2.59141907E+2,
698.00,3.41590820E+2,
699.00,2.87130859E+2,
700.00,2.63065430E+2,
