Labels,10-COOH,
Type,Emission Scan,
Comment,,
Start,470.00,
Stop,700.00,
Step,1.00,
Fixed/Offset,455.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,True,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.50,
Lamp,Xenon,
Temp,0.00,
Scan Polariser,None,
Scan Slit,1.4995272,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,1.4995272,
Detector,Detector 1,

470.00,5.66409131E+3,
471.00,6.56017920E+3,
472.00,7.33904150E+3,
473.00,8.51995703E+3,
474.00,9.59500293E+3,
475.00,1.08027393E+4,
476.00,1.25945518E+4,
477.00,1.39053271E+4,
478.00,1.60739316E+4,
479.00,1.76660293E+4,
480.00,1.96538438E+4,
481.00,2.15937207E+4,
482.00,2.43550547E+4,
483.00,2.67891211E+4,
484.00,2.90716289E+4,
485.00,3.13449668E+4,
486.00,3.36081992E+4,
487.00,3.63476016E+4,
488.00,3.83122617E+4,
489.00,4.09668672E+4,
490.00,4.31480586E+4,
491.00,4.54503633E+4,
492.00,4.79076211E+4,
493.00,5.00961797E+4,
494.00,5.20625430E+4,
495.00,5.41138164E+4,
496.00,5.55640703E+4,
497.00,5.74894492E+4,
498.00,5.92122461E+4,
499.00,6.13747383E+4,
500.00,6.22114844E+4,
501.00,6.31844492E+4,
502.00,6.46223242E+4,
503.00,6.55496719E+4,
504.00,6.68559922E+4,
505.00,6.79703828E+4,
506.00,6.92551406E+4,
507.00,6.97968203E+4,
508.00,7.06375000E+4,
509.00,7.18009453E+4,
510.00,7.22466250E+4,
511.00,7.30303516E+4,
512.00,7.34252266E+4,
513.00,7.34580078E+4,
514.00,7.39924688E+4,
515.00,7.47715781E+4,
516.00,7.44808438E+4,
517.00,7.46951328E+4,
518.00,7.52434844E+4,
519.00,7.50748672E+4,
520.00,7.56036406E+4,
521.00,7.48835625E+4,
522.00,7.50973984E+4,
523.00,7.44800078E+4,
524.00,7.39372109E+4,
525.00,7.39595313E+4,
526.00,7.41366641E+4,
527.00,7.30156719E+4,
528.00,7.22734609E+4,
529.00,7.22476719E+4,
530.00,7.15286172E+4,
531.00,7.06698047E+4,
532.00,7.04403750E+4,
533.00,6.93940078E+4,
534.00,6.90739922E+4,
535.00,6.86273281E+4,
536.00,6.82344297E+4,
537.00,6.70328594E+4,
538.00,6.58966641E+4,
539.00,6.49581055E+4,
540.00,6.43731680E+4,
541.00,6.38505430E+4,
542.00,6.31095117E+4,
543.00,6.23768945E+4,
544.00,6.10313984E+4,
545.00,5.98336133E+4,
546.00,5.90846563E+4,
547.00,5.78713750E+4,
548.00,5.66396523E+4,
549.00,5.62909844E+4,
550.00,5.51770273E+4,
551.00,5.39505039E+4,
552.00,5.26963906E+4,
553.00,5.22035586E+4,
554.00,5.11934531E+4,
555.00,4.98768594E+4,
556.00,4.99689844E+4,
557.00,4.89688477E+4,
558.00,4.77848789E+4,
559.00,4.69390625E+4,
560.00,4.54900234E+4,
561.00,4.43919258E+4,
562.00,4.33743008E+4,
563.00,4.22127695E+4,
564.00,4.15207266E+4,
565.00,4.11136406E+4,
566.00,3.98383789E+4,
567.00,3.87842266E+4,
568.00,3.81635352E+4,
569.00,3.75365586E+4,
570.00,3.59344141E+4,
571.00,3.52890586E+4,
572.00,3.46603164E+4,
573.00,3.39542891E+4,
574.00,3.26609531E+4,
575.00,3.20523652E+4,
576.00,3.12265723E+4,
577.00,3.07449082E+4,
578.00,2.98036309E+4,
579.00,2.93125449E+4,
580.00,2.87266543E+4,
581.00,2.76999727E+4,
582.00,2.72146719E+4,
583.00,2.60137324E+4,
584.00,2.57542949E+4,
585.00,2.53499199E+4,
586.00,2.44050977E+4,
587.00,2.41752461E+4,
588.00,2.34075352E+4,
589.00,2.25839355E+4,
590.00,2.22437813E+4,
591.00,2.21338750E+4,
592.00,2.11547793E+4,
593.00,2.09430957E+4,
594.00,2.00913438E+4,
595.00,1.95212324E+4,
596.00,1.93300000E+4,
597.00,1.88218613E+4,
598.00,1.84853086E+4,
599.00,1.78290410E+4,
600.00,1.75551602E+4,
601.00,1.67432520E+4,
602.00,1.67102656E+4,
603.00,1.59510059E+4,
604.00,1.58505908E+4,
605.00,1.54511318E+4,
606.00,1.50312471E+4,
607.00,1.48456328E+4,
608.00,1.40505586E+4,
609.00,1.36297949E+4,
610.00,1.32808789E+4,
611.00,1.33631045E+4,
612.00,1.26393965E+4,
613.00,1.25513623E+4,
614.00,1.21227295E+4,
615.00,1.19464736E+4,
616.00,1.15923750E+4,
617.00,1.13468281E+4,
618.00,1.08919912E+4,
619.00,1.06547637E+4,
620.00,1.02505850E+4,
621.00,1.00846377E+4,
622.00,9.92478418E+3,
623.00,9.67420703E+3,
624.00,9.18884961E+3,
625.00,9.19743848E+3,
626.00,8.56751367E+3,
627.00,8.30590820E+3,
628.00,8.53677930E+3,
629.00,8.18522998E+3,
630.00,7.72889990E+3,
631.00,7.61829688E+3,
632.00,7.51865967E+3,
633.00,7.21108350E+3,
634.00,6.99590430E+3,
635.00,6.89476221E+3,
636.00,6.75240479E+3,
637.00,6.55508740E+3,
638.00,6.30522217E+3,
639.00,6.35503027E+3,
640.00,5.84182129E+3,
641.00,5.60056396E+3,
642.00,5.51575439E+3,
643.00,5.34268066E+3,
644.00,5.25226807E+3,
645.00,5.04705225E+3,
646.00,5.16381250E+3,
647.00,5.11672900E+3,
648.00,4.60713672E+3,
649.00,4.52800488E+3,
650.00,4.76548340E+3,
651.00,4.45585889E+3,
652.00,4.25936133E+3,
653.00,4.06081006E+3,
654.00,4.01911670E+3,
655.00,4.00733105E+3,
656.00,3.64292236E+3,
657.00,3.97233643E+3,
658.00,3.82758618E+3,
659.00,4.02644604E+3,
660.00,4.28740332E+3,
661.00,4.14651123E+3,
662.00,3.40494800E+3,
663.00,3.28071069E+3,
664.00,3.23525562E+3,
665.00,3.09803149E+3,
666.00,3.05569263E+3,
667.00,2.75679907E+3,
668.00,2.75158423E+3,
669.00,2.70393970E+3,
670.00,2.83930640E+3,
671.00,2.77370776E+3,
672.00,2.37646240E+3,
673.00,2.42964526E+3,
674.00,2.45914063E+3,
675.00,2.36801733E+3,
676.00,2.21278735E+3,
677.00,2.24015747E+3,
678.00,2.25865967E+3,
679.00,2.05449829E+3,
680.00,1.98342236E+3,
681.00,1.86316675E+3,
682.00,1.76023315E+3,
683.00,1.72541077E+3,
684.00,1.57102551E+3,
685.00,1.63722681E+3,
686.00,1.64897107E+3,
687.00,1.47792065E+3,
688.00,1.55568628E+3,
689.00,1.56943689E+3,
690.00,1.34437769E+3,
691.00,1.36917004E+3,
692.00,1.41026978E+3,
693.00,1.34815051E+3,
694.00,1.43213867E+3,
695.00,1.33287695E+3,
696.00,1.27723962E+3,
697.00,1.12570435E+3,
698.00,1.18955334E+3,
699.00,1.08450256E+3,
700.00,1.09280518E+3,
